id,id_sent,message,viewed,id_recieved,stories,event_datetime
747,173,Why do we say heads up when we actually duck?,0,274,,2022-12-06 06:29:01
748,616,I'm not arguing,0,606,,2022-07-13 01:35:01
749,216,I'm not late,0,946,,2022-03-11 14:54:18
750,381,,,,What do you get when you cross a snowman and a shark? Frostbite!,2023-01-26 09:00:00
751,463,,,,Why don't skeletons fight each other? They don't have the guts!,2022-08-23 12:07:18
752,176,then why do banks have branches?,1,166,,2022-08-07 04:54:48
753,903,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-10-07 11:15:08
754,800,I'm not fat,0,970,,2023-01-11 21:03:38
755,912,then why do banks have branches?,1,655,,2022-08-07 13:02:31
756,486,I'm not short,1,942,,2022-12-03 04:05:53
757,406,,,,Why don't skeletons fight each other? They don't have the guts!,2022-09-22 04:47:46
758,844,,,,Why don't skeletons fight each other? They don't have the guts!,2023-01-14 06:11:02
759,335,,,,What did the grape say when it got stepped on? Nothing,2022-05-03 10:32:21
760,785,I'm just concentrated awesome!,0,326,,2022-03-24 10:17:08
761,666,,,,Why don't skeletons fight each other? They don't have the guts!,2022-02-18 13:37:38
762,836,I'm just on energy-saving mode.,0,278,,2022-02-23 23:55:32
763,519,,,,it just let out a little wine!,2022-04-23 13:48:38
764,614,,,,What do you get when you cross a snowman and a shark? Frostbite!,2023-02-17 14:58:58
765,765,I'm not short,1,845,,2022-08-26 10:49:09
766,837,I'm just on energy-saving mode.,1,879,,2022-06-06 18:27:56
767,515,I'm not fat,0,210,,2022-09-25 01:23:04
768,754,Why do we park in a driveway and drive on a parkway?,0,876,,2022-05-15 19:53:56
769,137,,,,What do you call an alligator in a vest? An investigator!,2022-06-22 04:17:01
770,668,,,,What do you call an alligator in a vest? An investigator!,2022-08-18 03:30:57
771,861,I'm just conserving energy.,0,501,,2022-12-18 21:37:59
772,414,,,,Why did the coffee file a police report? It got mugged!,2022-08-07 08:54:18
773,755,,,,it just let out a little wine!,2022-07-25 12:55:37
774,82,I'm not lazy,0,678,,2023-01-08 03:46:44
775,124,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-05-20 08:57:36
776,231,I'm just explaining why I'm right.,1,97,,2022-03-19 05:35:23
777,662,I'm just using my outside voice.,0,67,,2022-06-21 15:05:19
778,822,,,,What did the grape say when it got stepped on? Nothing,2022-05-06 22:27:33
779,794,I'm just on energy-saving mode.,0,893,,2022-07-09 00:31:41
780,200,,,,it just let out a little wine!,2022-04-02 16:44:05
781,482,then why do banks have branches?,0,774,,2022-05-04 16:29:21
782,471,,,,it just let out a little wine!,2022-12-01 02:15:41
783,179,then skydiving isn't for you.,1,710,,2022-10-24 23:51:18
784,748,I'm just explaining why I'm right.,0,417,,2022-02-26 05:09:38
785,928,If money doesn't grow on trees,0,107,,2023-01-26 13:15:12
786,83,,,,it just let out a little wine!,2022-05-30 06:05:57
787,344,I'm just on energy-saving mode.,0,660,,2022-05-20 21:11:17
788,645,If at first you don't succeed,0,716,,2022-04-12 19:55:20
789,591,I'm not short,1,676,,2022-04-21 02:12:58
790,19,,,,Why don't skeletons fight each other? They don't have the guts!,2022-12-04 14:01:27
791,915,I'm just conserving energy.,0,734,,2022-09-04 16:39:55
792,118,,,,What did the grape say when it got stepped on? Nothing,2022-06-05 03:21:01
793,413,I'm just using my outside voice.,0,118,,2022-05-22 01:42:22
794,466,I'm not lazy,0,732,,2022-09-15 13:39:33
795,112,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-04-10 05:01:16
796,265,,,,Why did the coffee file a police report? It got mugged!,2023-02-10 15:06:10
797,761,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-07-17 17:47:09
798,301,I'm just concentrated awesome!,0,430,,2022-07-30 12:38:55
799,604,I'm just using my outside voice.,0,282,,2022-04-25 10:32:29
800,990,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-08-19 15:14:35
801,877,,,,Why did the coffee file a police report? It got mugged!,2022-06-28 02:05:21
802,136,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-02-25 20:54:42
803,152,I'm not fat,1,588,,2022-04-02 16:03:52
804,547,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2023-01-12 10:45:17
805,938,I'm not short,1,32,,2022-10-15 23:34:14
806,531,I'm just using my outside voice.,0,980,,2023-01-21 05:47:16
807,914,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-11-18 22:24:31
808,905,,,,What do you get when you cross a snowman and a shark? Frostbite!,2023-01-16 15:58:49
809,907,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-05-18 09:04:51
810,953,,,,it just let out a little wine!,2022-06-17 13:54:19
811,231,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-06-20 09:07:00
812,125,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-11-28 14:16:57
813,976,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-08-07 21:09:00
814,646,,,,Why did the coffee file a police report? It got mugged!,2023-01-08 23:00:56
815,664,,,,Why don't scientists trust atoms? Because they make up everything!,2022-03-22 08:06:45
816,123,,,,Why did the chicken cross the playground? To get to the other slide!,2022-09-22 10:27:52
817,8,,,,Why don't skeletons fight each other? They don't have the guts!,2022-03-10 12:27:51
818,445,I'm not late,1,990,,2022-10-19 11:19:13
819,658,I'm not arguing,0,591,,2023-01-14 21:26:29
820,263,If at first you don't succeed,0,446,,2022-10-02 17:35:03
821,12,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-12-13 09:23:22
822,100,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-08-01 08:19:45
823,319,then skydiving isn't for you.,0,528,,2022-11-28 23:21:20
824,223,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-07-07 18:09:30
825,744,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-09-21 14:52:19
826,736,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-06-05 12:38:05
827,822,I'm just on energy-saving mode.,0,717,,2022-09-24 04:16:52
828,798,then skydiving isn't for you.,1,515,,2022-04-09 19:53:43
829,962,,,,Why don't scientists trust atoms? Because they make up everything!,2022-02-21 02:52:08
830,575,,,,Why don't skeletons fight each other? They don't have the guts!,2022-10-27 17:13:07
831,596,I'm just on energy-saving mode.,0,49,,2022-08-22 15:49:50
832,905,I'm just using my outside voice.,0,375,,2022-02-19 04:13:01
833,266,then skydiving isn't for you.,1,779,,2022-11-12 17:02:44
834,162,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-03-20 18:36:10
835,297,I'm not fat,0,653,,2022-02-26 13:23:04
836,322,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-07-12 15:24:11
837,497,Why do we park in a driveway and drive on a parkway?,0,982,,2022-10-24 05:52:57
838,441,,,,Why did the chicken cross the playground? To get to the other slide!,2023-02-22 16:44:43
839,840,,,,Why did the coffee file a police report? It got mugged!,2022-08-15 20:35:51
840,409,,,,What did the grape say when it got stepped on? Nothing,2022-12-14 17:34:52
841,872,,,,What do you call an alligator in a vest? An investigator!,2023-02-06 12:41:29
842,453,,,,Why did the coffee file a police report? It got mugged!,2022-02-25 14:53:31
843,106,,,,Why don't scientists trust atoms? Because they make up everything!,2022-09-13 08:03:34
844,19,I'm not arguing,0,117,,2022-12-11 04:24:41
845,647,,,,Why don't skeletons fight each other? They don't have the guts!,2023-02-01 20:15:14
846,245,,,,Why did the chicken cross the playground? To get to the other slide!,2022-08-22 12:38:49
847,63,,,,Why did the coffee file a police report? It got mugged!,2022-09-05 16:49:18
848,69,I'm just conserving energy.,0,71,,2022-06-05 13:30:25
849,882,Why do we say heads up when we actually duck?,0,341,,2022-05-09 01:19:12
850,670,,,,What did the grape say when it got stepped on? Nothing,2022-03-11 20:47:09
851,149,,,,Why did the coffee file a police report? It got mugged!,2022-05-29 22:35:14
852,254,,,,Why did the chicken cross the playground? To get to the other slide!,2022-06-02 00:28:17
853,937,I'm just using my outside voice.,1,157,,2022-12-20 11:26:29
854,585,I'm just on my own timezone.,1,266,,2023-02-07 22:20:44
855,872,then skydiving isn't for you.,0,122,,2023-02-08 03:05:32
856,261,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-06-05 05:56:57
857,486,,,,Why don't scientists trust atoms? Because they make up everything!,2022-12-11 01:44:06
858,695,,,,What do you call an alligator in a vest? An investigator!,2022-12-18 15:45:29
859,191,Why do we park in a driveway and drive on a parkway?,1,141,,2022-10-08 00:36:02
860,255,,,,it just let out a little wine!,2023-01-29 06:26:47
861,478,,,,it just let out a little wine!,2022-04-28 13:23:12
862,596,I'm not arguing,0,689,,2023-02-19 03:01:04
863,556,,,,Why did the coffee file a police report? It got mugged!,2022-07-29 11:38:07
864,632,,,,Why did the coffee file a police report? It got mugged!,2022-03-20 16:39:24
865,356,,,,Why don't skeletons fight each other? They don't have the guts!,2022-05-27 00:38:11
866,274,then skydiving isn't for you.,0,120,,2022-03-07 20:01:00
867,930,I'm just easier to see!,0,302,,2022-09-01 05:19:52
868,757,,,,What do you call an alligator in a vest? An investigator!,2022-09-30 12:00:42
869,920,,,,What did the grape say when it got stepped on? Nothing,2022-02-25 17:21:52
870,250,If money doesn't grow on trees,0,272,,2022-09-09 03:31:50
871,988,Why do we say heads up when we actually duck?,0,740,,2022-08-13 06:52:44
872,408,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-05-07 13:15:00
873,881,I'm just taking the floor for a hug!,1,431,,2022-10-03 13:56:52
874,722,I'm just easier to see!,0,847,,2022-10-03 13:24:27
875,567,If money doesn't grow on trees,0,681,,2023-02-16 10:53:01
876,522,,,,Why don't scientists trust atoms? Because they make up everything!,2022-12-25 13:59:58
877,794,I'm not arguing,0,351,,2022-09-26 11:59:38
878,453,,,,Why don't skeletons fight each other? They don't have the guts!,2022-04-04 16:20:53
879,458,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-09-12 00:27:24
880,653,,,,Why did the chicken cross the playground? To get to the other slide!,2023-01-30 22:11:40
881,935,I'm not short,1,630,,2022-10-06 06:51:38
882,812,I'm just easier to see!,1,91,,2023-02-17 23:57:24
883,440,I'm just on my own timezone.,1,724,,2023-02-02 19:30:01
884,204,,,,Why don't scientists trust atoms? Because they make up everything!,2022-06-18 11:33:11
885,150,then skydiving isn't for you.,0,890,,2023-01-28 02:14:15
886,419,then skydiving isn't for you.,0,939,,2022-06-30 00:47:07
887,598,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-06-04 04:13:15
888,465,then skydiving isn't for you.,0,992,,2022-02-26 17:37:17
889,31,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2023-02-04 04:55:03
890,955,I'm just taking the floor for a hug!,1,897,,2022-12-12 03:50:05
891,707,I'm just conserving energy.,1,883,,2022-12-10 21:45:49
892,705,,,,Why did the chicken cross the playground? To get to the other slide!,2022-10-23 11:36:14
893,521,,,,Why don't skeletons fight each other? They don't have the guts!,2022-03-13 19:23:23
894,17,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-05-02 14:42:40
895,1,I'm just taking the floor for a hug!,1,653,,2022-03-13 05:22:31
896,28,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-03-26 05:36:00
897,497,,,,Why don't scientists trust atoms? Because they make up everything!,2022-05-24 21:28:35
898,531,,,,Why don't scientists trust atoms? Because they make up everything!,2022-11-18 08:06:18
899,630,I'm not weird,0,115,,2022-09-10 01:58:18
900,781,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-06-20 02:47:45
901,721,I'm just on energy-saving mode.,1,837,,2022-11-23 17:22:44
902,22,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-02-17 04:07:16
903,797,I'm just using my outside voice.,1,852,,2023-02-10 21:04:53
904,853,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-02-26 08:49:51
905,831,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-08-19 23:11:03
906,9,,,,What did the grape say when it got stepped on? Nothing,2022-05-22 03:48:23
907,655,I'm just limited edition.,0,376,,2022-05-18 10:11:46
908,436,I'm not lazy,1,958,,2022-06-18 06:56:41
909,854,I'm not late,1,114,,2022-09-06 11:25:32
910,468,,,,Why don't scientists trust atoms? Because they make up everything!,2022-02-18 15:21:16
911,684,,,,it just let out a little wine!,2022-12-19 03:22:16
912,797,I'm not late,1,348,,2022-04-07 09:22:55
913,33,I'm not lazy,0,725,,2022-06-09 21:32:46
914,443,I'm just using my outside voice.,1,501,,2022-05-25 07:05:29
915,5,I'm just limited edition.,0,618,,2022-05-23 16:19:33
916,668,I'm not short,1,999,,2022-10-01 19:43:41
917,220,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-03-19 09:24:44
918,439,I'm just concentrated awesome!,1,851,,2022-09-18 15:44:23
919,845,Why do they put locks on the doors of 24-hour stores?,0,592,,2022-08-17 00:30:36
920,497,,,,What do you call an alligator in a vest? An investigator!,2022-07-28 06:25:39
921,674,I'm not short,0,441,,2022-08-11 05:23:51
922,22,I'm just conserving energy.,1,918,,2022-11-10 00:08:21
923,682,Why do they call it rush hour when nothing moves?,0,941,,2022-10-15 05:49:04
924,828,Why do they call it rush hour when nothing moves?,0,283,,2022-04-06 06:10:37
925,622,I'm just on my own timezone.,0,883,,2022-02-16 02:10:22
926,876,,,,What do you call an alligator in a vest? An investigator!,2022-11-06 06:53:49
927,728,I'm just taking the floor for a hug!,0,583,,2022-06-30 23:02:14
928,347,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-08-16 12:04:08
929,584,If at first you don't succeed,1,204,,2022-02-22 23:02:54
930,762,Why do they call it rush hour when nothing moves?,0,251,,2023-02-19 02:01:43
931,134,I'm just explaining why I'm right.,0,25,,2023-01-28 00:45:12
932,351,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-11-18 13:42:44
933,50,,,,What did the grape say when it got stepped on? Nothing,2022-08-15 02:37:47
934,859,I'm not short,1,276,,2022-07-29 17:24:32
935,636,,,,What do you call an alligator in a vest? An investigator!,2022-08-24 00:37:04
936,943,I'm not fat,0,83,,2022-11-23 05:42:17
937,259,I'm just concentrated awesome!,0,295,,2022-07-12 19:35:08
938,144,,,,Why did the coffee file a police report? It got mugged!,2022-03-04 07:01:26
939,726,I'm just explaining why I'm right.,0,745,,2023-01-10 15:59:53
940,157,,,,What do you get when you cross a snowman and a shark? Frostbite!,2023-02-12 10:50:11
941,250,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-03-13 02:48:50
942,31,,,,Why did the chicken cross the playground? To get to the other slide!,2022-08-08 08:11:31
943,204,,,,Why don't scientists trust atoms? Because they make up everything!,2022-03-13 07:03:06
944,502,,,,Why did the coffee file a police report? It got mugged!,2022-07-31 21:06:06
945,323,,,,Why did the chicken cross the playground? To get to the other slide!,2022-08-18 06:39:40
946,680,I'm just explaining why I'm right.,0,7,,2023-01-12 22:14:12
947,379,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-12-06 16:50:00
948,917,,,,What did the grape say when it got stepped on? Nothing,2022-04-12 19:28:09
949,993,I'm not clumsy,0,273,,2023-02-05 19:00:18
950,924,I'm just easier to see!,0,613,,2022-05-24 18:23:50
951,988,I'm just on energy-saving mode.,1,953,,2022-06-21 04:00:01
952,87,I'm not lazy,1,266,,2022-10-10 02:50:35
953,711,I'm just concentrated awesome!,0,633,,2022-07-02 07:23:12
954,921,,,,it just let out a little wine!,2022-12-09 22:27:46
955,653,I'm not fat,0,528,,2022-08-31 01:56:22
956,903,I'm not fat,1,154,,2022-11-15 23:12:45
957,7,I'm just on my own timezone.,0,623,,2022-12-25 20:39:54
958,762,I'm not clumsy,0,953,,2022-10-21 05:35:24
959,798,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-11-13 07:17:48
960,355,,,,Why don't scientists trust atoms? Because they make up everything!,2022-04-17 19:17:51
961,269,I'm just easier to see!,0,380,,2022-09-28 23:13:03
962,334,,,,Why don't skeletons fight each other? They don't have the guts!,2022-06-01 17:05:57
963,470,,,,Why did the coffee file a police report? It got mugged!,2023-01-27 15:49:57
964,446,then skydiving isn't for you.,0,758,,2022-03-18 11:26:45
965,699,,,,Why did the tomato turn red? Because it saw the salad dressing!,2023-01-26 23:15:18
966,828,Why do we say heads up when we actually duck?,0,283,,2022-11-10 00:37:31
967,307,,,,What do you call an alligator in a vest? An investigator!,2022-04-26 12:26:26
968,229,If at first you don't succeed,1,367,,2022-08-10 03:45:07
969,82,,,,What do you call an alligator in a vest? An investigator!,2022-11-29 18:19:24
970,732,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2023-01-13 07:08:42
971,288,Why do they put locks on the doors of 24-hour stores?,1,837,,2022-08-08 04:06:31
972,636,Why do we say heads up when we actually duck?,1,82,,2022-02-21 14:04:12
973,60,I'm just limited edition.,0,735,,2022-03-30 11:26:33
974,287,,,,it just let out a little wine!,2022-09-09 16:43:16
975,339,If money doesn't grow on trees,0,924,,2022-04-14 11:00:03
976,71,,,,Why did the tomato turn red? Because it saw the salad dressing!,2023-02-21 05:36:15
977,957,If at first you don't succeed,0,559,,2023-01-09 00:46:37
978,56,If at first you don't succeed,0,372,,2022-06-10 00:33:12
979,622,,,,Why don't scientists trust atoms? Because they make up everything!,2022-06-24 19:16:49
980,842,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-06-13 23:10:47
981,437,,,,it just let out a little wine!,2023-02-20 19:36:01
982,324,Why do we park in a driveway and drive on a parkway?,1,78,,2022-10-27 13:59:59
983,442,,,,Why don't scientists trust atoms? Because they make up everything!,2022-05-10 04:29:06
984,893,,,,Why did the chicken cross the playground? To get to the other slide!,2022-08-26 03:39:36
985,563,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2023-01-24 13:43:29
986,491,I'm just concentrated awesome!,1,158,,2022-08-31 05:25:56
987,373,I'm not arguing,1,247,,2023-02-16 17:46:27
988,866,I'm just limited edition.,1,15,,2023-02-07 14:30:16
989,216,I'm just conserving energy.,1,157,,2022-08-12 06:28:43
990,305,,,,it just let out a little wine!,2022-12-07 04:11:22
991,132,Why do we park in a driveway and drive on a parkway?,0,418,,2022-05-23 08:16:37
992,323,I'm not lazy,0,442,,2022-05-17 10:15:49
993,190,I'm just conserving energy.,1,150,,2022-12-29 22:47:52
994,506,,,,Why don't skeletons fight each other? They don't have the guts!,2022-08-05 09:21:49
995,226,,,,Why did the chicken cross the playground? To get to the other slide!,2022-09-21 05:44:13
996,682,I'm just on energy-saving mode.,1,221,,2022-06-06 15:06:21
997,921,,,,Why did the chicken cross the playground? To get to the other slide!,2022-03-31 08:07:38
998,652,I'm just concentrated awesome!,0,478,,2023-02-22 19:03:54
999,159,,,,Why don't scientists trust atoms? Because they make up everything!,2022-11-11 12:14:54
1000,741,If at first you don't succeed,0,915,,2023-01-23 11:00:41
